PassengerId,Survived,Name,Sex,Age,Fare,Embarked_Q,Embarked_S
382,1,"Nakid, Miss. Maria (""Mary"")",female,1.0,15.7417,0,0
383,0,"Tikkanen, Mr. Juho",male,32.0,7.925,0,1
384,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35.0,52.0,0,1
385,0,"Plotcharsky, Mr. Vasil",male,,7.8958,0,1
386,0,"Davies, Mr. Charles Henry",male,18.0,73.5,0,1
387,0,"Goodwin, Master. Sidney Leonard",male,1.0,46.9,0,1
388,1,"Buss, Miss. Kate",female,36.0,13.0,0,1
389,0,"Sadlier, Mr. Matthew",male,,7.7292,1,0
390,1,"Lehmann, Miss. Bertha",female,17.0,12.0,0,0
391,1,"Carter, Mr. William Ernest",male,36.0,120.0,0,1
392,1,"Jansson, Mr. Carl Olof",male,21.0,7.7958,0,1
393,0,"Gustafsson, Mr. Johan Birger",male,28.0,7.925,0,1
394,1,"Newell, Miss. Marjorie",female,23.0,113.275,0,0
395,1,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,16.7,0,1
396,0,"Johansson, Mr. Erik",male,22.0,7.7958,0,1
397,0,"Olsson, Miss. Elina",female,31.0,7.8542,0,1
398,0,"McKane, Mr. Peter David",male,46.0,26.0,0,1
399,0,"Pain, Dr. Alfred",male,23.0,10.5,0,1
400,1,"Trout, Mrs. William H (Jessie L)",female,28.0,12.65,0,1
401,1,"Niskanen, Mr. Juha",male,39.0,7.925,0,1
402,0,"Adams, Mr. John",male,26.0,8.05,0,1
403,0,"Jussila, Miss. Mari Aina",female,21.0,9.825,0,1
404,0,"Hakkarainen, Mr. Pekka Pietari",male,28.0,15.85,0,1
405,0,"Oreskovic, Miss. Marija",female,20.0,8.6625,0,1
406,0,"Gale, Mr. Shadrach",male,34.0,21.0,0,1
407,0,"Widegren, Mr. Carl/Charles Peter",male,51.0,7.75,0,1
408,1,"Richards, Master. William Rowe",male,3.0,18.75,0,1
409,0,"Birkeland, Mr. Hans Martin Monsen",male,21.0,7.775,0,1
410,0,"Lefebre, Miss. Ida",female,,25.4667,0,1
411,0,"Sdycoff, Mr. Todor",male,,7.8958,0,1
412,0,"Hart, Mr. Henry",male,,6.8583,1,0
413,1,"Minahan, Miss. Daisy E",female,33.0,90.0,1,0
414,0,"Cunningham, Mr. Alfred Fleming",male,,0.0,0,1
415,1,"Sundman, Mr. Johan Julian",male,44.0,7.925,0,1
416,0,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,,8.05,0,1
417,1,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,32.5,0,1
418,1,"Silven, Miss. Lyyli Karoliina",female,18.0,13.0,0,1
419,0,"Matthews, Mr. William John",male,30.0,13.0,0,1
420,0,"Van Impe, Miss. Catharina",female,10.0,24.15,0,1
421,0,"Gheorgheff, Mr. Stanio",male,,7.8958,0,0
422,0,"Charters, Mr. David",male,21.0,7.7333,1,0
423,0,"Zimmerman, Mr. Leo",male,29.0,7.875,0,1
424,0,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,14.4,0,1
425,0,"Rosblom, Mr. Viktor Richard",male,18.0,20.2125,0,1
426,0,"Wiseman, Mr. Phillippe",male,,7.25,0,1
427,1,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,26.0,0,1
428,1,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,26.0,0,1
429,0,"Flynn, Mr. James",male,,7.75,1,0
430,1,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,8.05,0,1
431,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28.0,26.55,0,1
432,1,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,,16.1,0,1
433,1,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,26.0,0,1
434,0,"Kallio, Mr. Nikolai Erland",male,17.0,7.125,0,1
435,0,"Silvey, Mr. William Baird",male,50.0,55.9,0,1
436,1,"Carter, Miss. Lucile Polk",female,14.0,120.0,0,1
437,0,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.0,34.375,0,1
438,1,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,18.75,0,1
439,0,"Fortune, Mr. Mark",male,64.0,263.0,0,1
440,0,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,10.5,0,1
441,1,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,26.25,0,1
442,0,"Hampe, Mr. Leon",male,20.0,9.5,0,1
443,0,"Petterson, Mr. Johan Emil",male,25.0,7.775,0,1
444,1,"Reynaldo, Ms. Encarnacion",female,28.0,13.0,0,1
445,1,"Johannesen-Bratthammer, Mr. Bernt",male,,8.1125,0,1
446,1,"Dodge, Master. Washington",male,4.0,81.8583,0,1
447,1,"Mellinger, Miss. Madeleine Violet",female,13.0,19.5,0,1
448,1,"Seward, Mr. Frederic Kimber",male,34.0,26.55,0,1
449,1,"Baclini, Miss. Marie Catherine",female,5.0,19.2583,0,0
450,1,"Peuchen, Major. Arthur Godfrey",male,52.0,30.5,0,1
451,0,"West, Mr. Edwy Arthur",male,36.0,27.75,0,1
452,0,"Hagland, Mr. Ingvald Olai Olsen",male,,19.9667,0,1
453,0,"Foreman, Mr. Benjamin Laventall",male,30.0,27.75,0,0
454,1,"Goldenberg, Mr. Samuel L",male,49.0,89.1042,0,0
455,0,"Peduzzi, Mr. Joseph",male,,8.05,0,1
456,1,"Jalsevac, Mr. Ivan",male,29.0,7.8958,0,0
457,0,"Millet, Mr. Francis Davis",male,65.0,26.55,0,1
458,1,"Kenyon, Mrs. Frederick R (Marion)",female,,51.8625,0,1
459,1,"Toomey, Miss. Ellen",female,50.0,10.5,0,1
460,0,"O'Connor, Mr. Maurice",male,,7.75,1,0
461,1,"Anderson, Mr. Harry",male,48.0,26.55,0,1
462,0,"Morley, Mr. William",male,34.0,8.05,0,1
463,0,"Gee, Mr. Arthur H",male,47.0,38.5,0,1
464,0,"Milling, Mr. Jacob Christian",male,48.0,13.0,0,1
465,0,"Maisner, Mr. Simon",male,,8.05,0,1
466,0,"Goncalves, Mr. Manuel Estanslas",male,38.0,7.05,0,1
467,0,"Campbell, Mr. William",male,,0.0,0,1
468,0,"Smart, Mr. John Montgomery",male,56.0,26.55,0,1
469,0,"Scanlan, Mr. James",male,,7.725,1,0
470,1,"Baclini, Miss. Helene Barbara",female,0.75,19.2583,0,0
471,0,"Keefe, Mr. Arthur",male,,7.25,0,1
472,0,"Cacic, Mr. Luka",male,38.0,8.6625,0,1
473,1,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0,27.75,0,1
474,1,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,13.7917,0,0
475,0,"Strandberg, Miss. Ida Sofia",female,22.0,9.8375,0,1
476,0,"Clifford, Mr. George Quincy",male,,52.0,0,1
477,0,"Renouf, Mr. Peter Henry",male,34.0,21.0,0,1
478,0,"Braund, Mr. Lewis Richard",male,29.0,7.0458,0,1
479,0,"Karlsson, Mr. Nils August",male,22.0,7.5208,0,1
480,1,"Hirvonen, Miss. Hildur E",female,2.0,12.2875,0,1
481,0,"Goodwin, Master. Harold Victor",male,9.0,46.9,0,1
482,0,"Frost, Mr. Anthony Wood ""Archie""",male,,0.0,0,1
483,0,"Rouse, Mr. Richard Henry",male,50.0,8.05,0,1
484,1,"Turkula, Mrs. (Hedwig)",female,63.0,9.5875,0,1
485,1,"Bishop, Mr. Dickinson H",male,25.0,91.0792,0,0
486,0,"Lefebre, Miss. Jeannie",female,,25.4667,0,1
487,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.0,90.0,0,1
488,0,"Kent, Mr. Edward Austin",male,58.0,29.7,0,0
489,0,"Somerton, Mr. Francis William",male,30.0,8.05,0,1
490,1,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,15.9,0,1
491,0,"Hagland, Mr. Konrad Mathias Reiersen",male,,19.9667,0,1
492,0,"Windelov, Mr. Einar",male,21.0,7.25,0,1
493,0,"Molson, Mr. Harry Markland",male,55.0,30.5,0,1
494,0,"Artagaveytia, Mr. Ramon",male,71.0,49.5042,0,0
495,0,"Stanley, Mr. Edward Roland",male,21.0,8.05,0,1
496,0,"Yousseff, Mr. Gerious",male,,14.4583,0,0
497,1,"Eustis, Miss. Elizabeth Mussey",female,54.0,78.2667,0,0
498,0,"Shellard, Mr. Frederick William",male,,15.1,0,1
499,0,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25.0,151.55,0,1
500,0,"Svensson, Mr. Olof",male,24.0,7.7958,0,1
501,0,"Calic, Mr. Petar",male,17.0,8.6625,0,1
502,0,"Canavan, Miss. Mary",female,21.0,7.75,1,0
503,0,"O'Sullivan, Miss. Bridget Mary",female,,7.6292,1,0
504,0,"Laitinen, Miss. Kristina Sofia",female,37.0,9.5875,0,1
505,1,"Maioni, Miss. Roberta",female,16.0,86.5,0,1
506,0,"Penasco y Castellana, Mr. Victor de Satode",male,18.0,108.9,0,0
507,1,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,26.0,0,1
508,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,,26.55,0,1
509,0,"Olsen, Mr. Henry Margido",male,28.0,22.525,0,1
510,1,"Lang, Mr. Fang",male,26.0,56.4958,0,1
511,1,"Daly, Mr. Eugene Patrick",male,29.0,7.75,1,0
512,0,"Webber, Mr. James",male,,8.05,0,1
513,1,"McGough, Mr. James Robert",male,36.0,26.2875,0,1
514,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.0,59.4,0,0
515,0,"Coleff, Mr. Satio",male,24.0,7.4958,0,1
516,0,"Walker, Mr. William Anderson",male,47.0,34.0208,0,1
517,1,"Lemore, Mrs. (Amelia Milley)",female,34.0,10.5,0,1
518,0,"Ryan, Mr. Patrick",male,,24.15,1,0
519,1,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0,26.0,0,1
520,0,"Pavlovic, Mr. Stefo",male,32.0,7.8958,0,1
521,1,"Perreault, Miss. Anne",female,30.0,93.5,0,1
522,0,"Vovk, Mr. Janko",male,22.0,7.8958,0,1
523,0,"Lahoud, Mr. Sarkis",male,,7.225,0,0
524,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44.0,57.9792,0,0
525,0,"Kassem, Mr. Fared",male,,7.2292,0,0
526,0,"Farrell, Mr. James",male,40.5,7.75,1,0
527,1,"Ridsdale, Miss. Lucy",female,50.0,10.5,0,1
528,0,"Farthing, Mr. John",male,,221.7792,0,1
529,0,"Salonen, Mr. Johan Werner",male,39.0,7.925,0,1
530,0,"Hocking, Mr. Richard George",male,23.0,11.5,0,1
531,1,"Quick, Miss. Phyllis May",female,2.0,26.0,0,1
532,0,"Toufik, Mr. Nakli",male,,7.2292,0,0
533,0,"Elias, Mr. Joseph Jr",male,17.0,7.2292,0,0
534,1,"Peter, Mrs. Catherine (Catherine Rizk)",female,,22.3583,0,0
535,0,"Cacic, Miss. Marija",female,30.0,8.6625,0,1
536,1,"Hart, Miss. Eva Miriam",female,7.0,26.25,0,1
537,0,"Butt, Major. Archibald Willingham",male,45.0,26.55,0,1
538,1,"LeRoy, Miss. Bertha",female,30.0,106.425,0,0
539,0,"Risien, Mr. Samuel Beard",male,,14.5,0,1
540,1,"Frolicher, Miss. Hedwig Margaritha",female,22.0,49.5,0,0
541,1,"Crosby, Miss. Harriet R",female,36.0,71.0,0,1
542,0,"Andersson, Miss. Ingeborg Constanzia",female,9.0,31.275,0,1
543,0,"Andersson, Miss. Sigrid Elisabeth",female,11.0,31.275,0,1
544,1,"Beane, Mr. Edward",male,32.0,26.0,0,1
545,0,"Douglas, Mr. Walter Donald",male,50.0,106.425,0,0
546,0,"Nicholson, Mr. Arthur Ernest",male,64.0,26.0,0,1
547,1,"Beane, Mrs. Edward (Ethel Clarke)",female,19.0,26.0,0,1
548,1,"Padro y Manent, Mr. Julian",male,,13.8625,0,0
549,0,"Goldsmith, Mr. Frank John",male,33.0,20.525,0,1
550,1,"Davies, Master. John Morgan Jr",male,8.0,36.75,0,1
551,1,"Thayer, Mr. John Borland Jr",male,17.0,110.8833,0,0
552,0,"Sharp, Mr. Percival James R",male,27.0,26.0,0,1
553,0,"O'Brien, Mr. Timothy",male,,7.8292,1,0
554,1,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22.0,7.225,0,0
555,1,"Ohman, Miss. Velin",female,22.0,7.775,0,1
556,0,"Wright, Mr. George",male,62.0,26.55,0,1
557,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48.0,39.6,0,0
558,0,"Robbins, Mr. Victor",male,,227.525,0,0
559,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39.0,79.65,0,1
560,1,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36.0,17.4,0,1
561,0,"Morrow, Mr. Thomas Rowan",male,,7.75,1,0
562,0,"Sivic, Mr. Husein",male,40.0,7.8958,0,1
563,0,"Norman, Mr. Robert Douglas",male,28.0,13.5,0,1
564,0,"Simmons, Mr. John",male,,8.05,0,1
565,0,"Meanwell, Miss. (Marion Ogden)",female,,8.05,0,1
566,0,"Davies, Mr. Alfred J",male,24.0,24.15,0,1
567,0,"Stoytcheff, Mr. Ilia",male,19.0,7.8958,0,1
568,0,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29.0,21.075,0,1
569,0,"Doharr, Mr. Tannous",male,,7.2292,0,0
570,1,"Jonsson, Mr. Carl",male,32.0,7.8542,0,1
571,1,"Harris, Mr. George",male,62.0,10.5,0,1
572,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53.0,51.4792,0,1
573,1,"Flynn, Mr. John Irwin (""Irving"")",male,36.0,26.3875,0,1
574,1,"Kelly, Miss. Mary",female,,7.75,1,0
575,0,"Rush, Mr. Alfred George John",male,16.0,8.05,0,1
576,0,"Patchett, Mr. George",male,19.0,14.5,0,1
577,1,"Garside, Miss. Ethel",female,34.0,13.0,0,1
578,1,"Silvey, Mrs. William Baird (Alice Munger)",female,39.0,55.9,0,1
579,0,"Caram, Mrs. Joseph (Maria Elias)",female,,14.4583,0,0
580,1,"Jussila, Mr. Eiriik",male,32.0,7.925,0,1
581,1,"Christy, Miss. Julie Rachel",female,25.0,30.0,0,1
582,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39.0,110.8833,0,0
583,0,"Downton, Mr. William James",male,54.0,26.0,0,1
584,0,"Ross, Mr. John Hugo",male,36.0,40.125,0,0
585,0,"Paulner, Mr. Uscher",male,,8.7125,0,0
586,1,"Taussig, Miss. Ruth",female,18.0,79.65,0,1
587,0,"Jarvis, Mr. John Denzil",male,47.0,15.0,0,1
588,1,"Frolicher-Stehli, Mr. Maxmillian",male,60.0,79.2,0,0
589,0,"Gilinski, Mr. Eliezer",male,22.0,8.05,0,1
590,0,"Murdlin, Mr. Joseph",male,,8.05,0,1
591,0,"Rintamaki, Mr. Matti",male,35.0,7.125,0,1
592,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52.0,78.2667,0,0
593,0,"Elsbury, Mr. William James",male,47.0,7.25,0,1
594,0,"Bourke, Miss. Mary",female,,7.75,1,0
595,0,"Chapman, Mr. John Henry",male,37.0,26.0,0,1
596,0,"Van Impe, Mr. Jean Baptiste",male,36.0,24.15,0,1
597,1,"Leitch, Miss. Jessie Wills",female,,33.0,0,1
598,0,"Johnson, Mr. Alfred",male,49.0,0.0,0,1
599,0,"Boulos, Mr. Hanna",male,,7.225,0,0
600,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49.0,56.9292,0,0
601,1,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24.0,27.0,0,1
602,0,"Slabenoff, Mr. Petco",male,,7.8958,0,1
603,0,"Harrington, Mr. Charles H",male,,42.4,0,1
604,0,"Torber, Mr. Ernst William",male,44.0,8.05,0,1
605,1,"Homer, Mr. Harry (""Mr E Haven"")",male,35.0,26.55,0,0
606,0,"Lindell, Mr. Edvard Bengtsson",male,36.0,15.55,0,1
607,0,"Karaic, Mr. Milan",male,30.0,7.8958,0,1
608,1,"Daniel, Mr. Robert Williams",male,27.0,30.5,0,1
609,1,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22.0,41.5792,0,0
610,1,"Shutes, Miss. Elizabeth W",female,40.0,153.4625,0,1
611,0,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39.0,31.275,0,1
612,0,"Jardin, Mr. Jose Neto",male,,7.05,0,1
613,1,"Murphy, Miss. Margaret Jane",female,,15.5,1,0
614,0,"Horgan, Mr. John",male,,7.75,1,0
615,0,"Brocklebank, Mr. William Alfred",male,35.0,8.05,0,1
616,1,"Herman, Miss. Alice",female,24.0,65.0,0,1
617,0,"Danbom, Mr. Ernst Gilbert",male,34.0,14.4,0,1
618,0,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26.0,16.1,0,1
619,1,"Becker, Miss. Marion Louise",female,4.0,39.0,0,1
620,0,"Gavey, Mr. Lawrence",male,26.0,10.5,0,1
621,0,"Yasbeck, Mr. Antoni",male,27.0,14.4542,0,0
622,1,"Kimball, Mr. Edwin Nelson Jr",male,42.0,52.5542,0,1
623,1,"Nakid, Mr. Sahid",male,20.0,15.7417,0,0
624,0,"Hansen, Mr. Henry Damsgaard",male,21.0,7.8542,0,1
625,0,"Bowen, Mr. David John ""Dai""",male,21.0,16.1,0,1
626,0,"Sutton, Mr. Frederick",male,61.0,32.3208,0,1
627,0,"Kirkland, Rev. Charles Leonard",male,57.0,12.35,1,0
628,1,"Longley, Miss. Gretchen Fiske",female,21.0,77.9583,0,1
629,0,"Bostandyeff, Mr. Guentcho",male,26.0,7.8958,0,1
630,0,"O'Connell, Mr. Patrick D",male,,7.7333,1,0
631,1,"Barkworth, Mr. Algernon Henry Wilson",male,80.0,30.0,0,1
632,0,"Lundahl, Mr. Johan Svensson",male,51.0,7.0542,0,1
633,1,"Stahelin-Maeglin, Dr. Max",male,32.0,30.5,0,0
634,0,"Parr, Mr. William Henry Marsh",male,,0.0,0,1
635,0,"Skoog, Miss. Mabel",female,9.0,27.9,0,1
636,1,"Davis, Miss. Mary",female,28.0,13.0,0,1
637,0,"Leinonen, Mr. Antti Gustaf",male,32.0,7.925,0,1
638,0,"Collyer, Mr. Harvey",male,31.0,26.25,0,1
639,0,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41.0,39.6875,0,1
640,0,"Thorneycroft, Mr. Percival",male,,16.1,0,1
641,0,"Jensen, Mr. Hans Peder",male,20.0,7.8542,0,1
642,1,"Sagesser, Mlle. Emma",female,24.0,69.3,0,0
643,0,"Skoog, Miss. Margit Elizabeth",female,2.0,27.9,0,1
644,1,"Foo, Mr. Choong",male,,56.4958,0,1
645,1,"Baclini, Miss. Eugenie",female,0.75,19.2583,0,0
646,1,"Harper, Mr. Henry Sleeper",male,48.0,76.7292,0,0
647,0,"Cor, Mr. Liudevit",male,19.0,7.8958,0,1
648,1,"Simonius-Blumer, Col. Oberst Alfons",male,56.0,35.5,0,0
649,0,"Willey, Mr. Edward",male,,7.55,0,1
650,1,"Stanley, Miss. Amy Zillah Elsie",female,23.0,7.55,0,1
651,0,"Mitkoff, Mr. Mito",male,,7.8958,0,1
652,1,"Doling, Miss. Elsie",female,18.0,23.0,0,1
653,0,"Kalvik, Mr. Johannes Halvorsen",male,21.0,8.4333,0,1
654,1,"O'Leary, Miss. Hanora ""Norah""",female,,7.8292,1,0
655,0,"Hegarty, Miss. Hanora ""Nora""",female,18.0,6.75,1,0
656,0,"Hickman, Mr. Leonard Mark",male,24.0,73.5,0,1
657,0,"Radeff, Mr. Alexander",male,,7.8958,0,1
658,0,"Bourke, Mrs. John (Catherine)",female,32.0,15.5,1,0
659,0,"Eitemiller, Mr. George Floyd",male,23.0,13.0,0,1
660,0,"Newell, Mr. Arthur Webster",male,58.0,113.275,0,0
661,1,"Frauenthal, Dr. Henry William",male,50.0,133.65,0,1
662,0,"Badt, Mr. Mohamed",male,40.0,7.225,0,0
663,0,"Colley, Mr. Edward Pomeroy",male,47.0,25.5875,0,1
664,0,"Coleff, Mr. Peju",male,36.0,7.4958,0,1
665,1,"Lindqvist, Mr. Eino William",male,20.0,7.925,0,1
666,0,"Hickman, Mr. Lewis",male,32.0,73.5,0,1
667,0,"Butler, Mr. Reginald Fenton",male,25.0,13.0,0,1
668,0,"Rommetvedt, Mr. Knud Paust",male,,7.775,0,1
669,0,"Cook, Mr. Jacob",male,43.0,8.05,0,1
670,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,,52.0,0,1
671,1,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40.0,39.0,0,1
672,0,"Davidson, Mr. Thornton",male,31.0,52.0,0,1
673,0,"Mitchell, Mr. Henry Michael",male,70.0,10.5,0,1
674,1,"Wilhelms, Mr. Charles",male,31.0,13.0,0,1
675,0,"Watson, Mr. Ennis Hastings",male,,0.0,0,1
676,0,"Edvardsson, Mr. Gustaf Hjalmar",male,18.0,7.775,0,1
677,0,"Sawyer, Mr. Frederick Charles",male,24.5,8.05,0,1
678,1,"Turja, Miss. Anna Sofia",female,18.0,9.8417,0,1
679,0,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43.0,46.9,0,1
680,1,"Cardeza, Mr. Thomas Drake Martinez",male,36.0,512.3292,0,0
681,0,"Peters, Miss. Katie",female,,8.1375,1,0
682,1,"Hassab, Mr. Hammad",male,27.0,76.7292,0,0
683,0,"Olsvigen, Mr. Thor Anderson",male,20.0,9.225,0,1
684,0,"Goodwin, Mr. Charles Edward",male,14.0,46.9,0,1
685,0,"Brown, Mr. Thomas William Solomon",male,60.0,39.0,0,1
686,0,"Laroche, Mr. Joseph Philippe Lemercier",male,25.0,41.5792,0,0
687,0,"Panula, Mr. Jaako Arnold",male,14.0,39.6875,0,1
688,0,"Dakic, Mr. Branko",male,19.0,10.1708,0,1
689,0,"Fischer, Mr. Eberhard Thelander",male,18.0,7.7958,0,1
690,1,"Madill, Miss. Georgette Alexandra",female,15.0,211.3375,0,1
691,1,"Dick, Mr. Albert Adrian",male,31.0,57.0,0,1
692,1,"Karun, Miss. Manca",female,4.0,13.4167,0,0
693,1,"Lam, Mr. Ali",male,,56.4958,0,1
694,0,"Saad, Mr. Khalil",male,25.0,7.225,0,0
695,0,"Weir, Col. John",male,60.0,26.55,0,1
696,0,"Chapman, Mr. Charles Henry",male,52.0,13.5,0,1
697,0,"Kelly, Mr. James",male,44.0,8.05,0,1
698,1,"Mullens, Miss. Katherine ""Katie""",female,,7.7333,1,0
699,0,"Thayer, Mr. John Borland",male,49.0,110.8833,0,0
700,0,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42.0,7.65,0,1
701,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,18.0,227.525,0,0
702,1,"Silverthorne, Mr. Spencer Victor",male,35.0,26.2875,0,1
703,0,"Barbara, Miss. Saiide",female,18.0,14.4542,0,0
704,0,"Gallagher, Mr. Martin",male,25.0,7.7417,1,0
705,0,"Hansen, Mr. Henrik Juul",male,26.0,7.8542,0,1
706,0,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39.0,26.0,0,1
707,1,"Kelly, Mrs. Florence ""Fannie""",female,45.0,13.5,0,1
708,1,"Calderhead, Mr. Edward Pennington",male,42.0,26.2875,0,1
709,1,"Cleaver, Miss. Alice",female,22.0,151.55,0,1
710,1,"Moubarek, Master. Halim Gonios (""William George"")",male,,15.2458,0,0
711,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24.0,49.5042,0,0
712,0,"Klaber, Mr. Herman",male,,26.55,0,1
713,1,"Taylor, Mr. Elmer Zebley",male,48.0,52.0,0,1
714,0,"Larsson, Mr. August Viktor",male,29.0,9.4833,0,1
715,0,"Greenberg, Mr. Samuel",male,52.0,13.0,0,1
716,0,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19.0,7.65,0,1
717,1,"Endres, Miss. Caroline Louise",female,38.0,227.525,0,0
718,1,"Troutt, Miss. Edwina Celia ""Winnie""",female,27.0,10.5,0,1
719,0,"McEvoy, Mr. Michael",male,,15.5,1,0
720,0,"Johnson, Mr. Malkolm Joackim",male,33.0,7.775,0,1
721,1,"Harper, Miss. Annie Jessie ""Nina""",female,6.0,33.0,0,1
722,0,"Jensen, Mr. Svend Lauritz",male,17.0,7.0542,0,1
723,0,"Gillespie, Mr. William Henry",male,34.0,13.0,0,1
724,0,"Hodges, Mr. Henry Price",male,50.0,13.0,0,1
725,1,"Chambers, Mr. Norman Campbell",male,27.0,53.1,0,1
726,0,"Oreskovic, Mr. Luka",male,20.0,8.6625,0,1
727,1,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30.0,21.0,0,1
728,1,"Mannion, Miss. Margareth",female,,7.7375,1,0
729,0,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25.0,26.0,0,1
730,0,"Ilmakangas, Miss. Pieta Sofia",female,25.0,7.925,0,1
731,1,"Allen, Miss. Elisabeth Walton",female,29.0,211.3375,0,1
732,0,"Hassan, Mr. Houssein G N",male,11.0,18.7875,0,0
733,0,"Knight, Mr. Robert J",male,,0.0,0,1
734,0,"Berriman, Mr. William John",male,23.0,13.0,0,1
735,0,"Troupiansky, Mr. Moses Aaron",male,23.0,13.0,0,1
736,0,"Williams, Mr. Leslie",male,28.5,16.1,0,1
737,0,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48.0,34.375,0,1
738,1,"Lesurer, Mr. Gustave J",male,35.0,512.3292,0,0
739,0,"Ivanoff, Mr. Kanio",male,,7.8958,0,1
740,0,"Nankoff, Mr. Minko",male,,7.8958,0,1
741,1,"Hawksford, Mr. Walter James",male,,30.0,0,1
742,0,"Cavendish, Mr. Tyrell William",male,36.0,78.85,0,1
743,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21.0,262.375,0,0
744,0,"McNamee, Mr. Neal",male,24.0,16.1,0,1
745,1,"Stranden, Mr. Juho",male,31.0,7.925,0,1
746,0,"Crosby, Capt. Edward Gifford",male,70.0,71.0,0,1
747,0,"Abbott, Mr. Rossmore Edward",male,16.0,20.25,0,1
748,1,"Sinkkonen, Miss. Anna",female,30.0,13.0,0,1
749,0,"Marvin, Mr. Daniel Warner",male,19.0,53.1,0,1
750,0,"Connaghton, Mr. Michael",male,31.0,7.75,1,0
751,1,"Wells, Miss. Joan",female,4.0,23.0,0,1
752,1,"Moor, Master. Meier",male,6.0,12.475,0,1
753,0,"Vande Velde, Mr. Johannes Joseph",male,33.0,9.5,0,1
754,0,"Jonkoff, Mr. Lalio",male,23.0,7.8958,0,1
755,1,"Herman, Mrs. Samuel (Jane Laver)",female,48.0,65.0,0,1
756,1,"Hamalainen, Master. Viljo",male,0.67,14.5,0,1
757,0,"Carlsson, Mr. August Sigfrid",male,28.0,7.7958,0,1
758,0,"Bailey, Mr. Percy Andrew",male,18.0,11.5,0,1
759,0,"Theobald, Mr. Thomas Leonard",male,34.0,8.05,0,1
760,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33.0,86.5,0,1
761,0,"Garfirth, Mr. John",male,,14.5,0,1
762,0,"Nirva, Mr. Iisakki Antino Aijo",male,41.0,7.125,0,1
763,1,"Barah, Mr. Hanna Assi",male,20.0,7.2292,0,0
764,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,36.0,120.0,0,1
